ObjectId,Branch,Month,Performance_Indicator,Quantity
888,Main,2020/02/17 00:00:00,Holds Filled (Collections),9871
889,BPL,2020/02/18 00:00:00,Outreach Events,1
890,System,2020/07/18 00:00:00,DART Ref Transactions,
891,Meadows,2020/01/17 00:00:00,Door Counts,10823
892,System,2020/10/17 00:00:00,Web sessions,118469
893,Main,2020/03/17 00:00:00,Holds Filled (Collections),10848
894,BPL,2020/03/18 00:00:00,Outreach Events,6
895,System,2020/08/18 00:00:00,DART Ref Transactions,
896,Meadows,2020/02/17 00:00:00,Door Counts,10436
897,System,2020/11/17 00:00:00,Web sessions,120218
898,Main,2020/04/17 00:00:00,Holds Filled (Collections),9801
899,BPL,2020/04/18 00:00:00,Outreach Events,17
900,System,2020/09/18 00:00:00,DART Ref Transactions,15516
901,Meadows,2020/03/17 00:00:00,Door Counts,13345
902,System,2020/12/17 00:00:00,Web sessions,115700
903,Main,2020/05/17 00:00:00,Holds Filled (Collections),9134
904,BPL,2020/05/18 00:00:00,Outreach Events,0
905,System,2020/10/18 00:00:00,DART Ref Transactions,
906,Meadows,2020/04/17 00:00:00,Door Counts,12194
907,System,2020/01/17 00:00:00,New Patrons,848
908,Main,2020/06/17 00:00:00,Holds Filled (Collections),10251
909,BPL,2020/06/18 00:00:00,Outreach Events,9
910,System,2020/11/18 00:00:00,DART Ref Transactions,
911,System,2020/12/18 00:00:00,DART Ref Transactions,14863
912,System,2020/01/18 00:00:00,BoulderReads 1-1 contact hours,
913,System,2020/02/18 00:00:00,BoulderReads 1-1 contact hours,
914,System,2020/03/18 00:00:00,BoulderReads 1-1 contact hours,
915,System,2020/04/18 00:00:00,BoulderReads 1-1 contact hours,
916,System,2020/05/18 00:00:00,BoulderReads 1-1 contact hours,
917,System,2020/06/18 00:00:00,BoulderReads 1-1 contact hours,
918,System,2020/07/18 00:00:00,BoulderReads 1-1 contact hours,
919,System,2020/08/18 00:00:00,BoulderReads 1-1 contact hours,
920,System,2020/09/18 00:00:00,BoulderReads 1-1 contact hours,
921,System,2020/10/18 00:00:00,BoulderReads 1-1 contact hours,
922,System,2020/11/18 00:00:00,BoulderReads 1-1 contact hours,
923,System,2020/12/18 00:00:00,BoulderReads 1-1 contact hours,
924,System,2020/01/18 00:00:00,Volunteer Hours ,
925,System,2020/02/18 00:00:00,Volunteer Hours ,
926,System,2020/03/18 00:00:00,Volunteer Hours ,
927,System,2020/04/18 00:00:00,Volunteer Hours ,
928,System,2020/05/18 00:00:00,Volunteer Hours ,
929,System,2020/06/18 00:00:00,Volunteer Hours ,
930,System,2020/07/18 00:00:00,Volunteer Hours ,
931,System,2020/08/18 00:00:00,Volunteer Hours ,
932,System,2020/09/18 00:00:00,Volunteer Hours ,
933,System,2020/10/18 00:00:00,Volunteer Hours ,
934,System,2020/11/18 00:00:00,Volunteer Hours ,
935,System,2020/12/18 00:00:00,Volunteer Hours ,
936,Main,2020/01/17 00:00:00,Circulation (Collections),72863
937,Main,2020/02/17 00:00:00,Circulation (Collections),68636
938,Main,2020/03/17 00:00:00,Circulation (Collections),77686
939,Main,2020/04/17 00:00:00,Circulation (Collections),71965
940,Main,2020/05/17 00:00:00,Circulation (Collections),70544
941,Main,2020/06/17 00:00:00,Circulation (Collections),75058
942,Main,2020/07/17 00:00:00,Circulation (Collections),76913
943,Main,2020/08/17 00:00:00,Circulation (Collections),72380
944,Main,2020/09/17 00:00:00,Circulation (Collections),65624
945,Main,2020/10/17 00:00:00,Circulation (Collections),70583
946,Main,2020/11/17 00:00:00,Circulation (Collections),70794
947,Main,2020/12/17 00:00:00,Circulation (Collections),66832
948,Meadows,2020/01/17 00:00:00,Circulation (Collections),18303
949,Meadows,2020/02/17 00:00:00,Circulation (Collections),17490
950,Carnegie,2020/09/18 00:00:00,Programs Offered-Teen,0
951,Main,2020/07/17 00:00:00,Holds Filled (Collections),9905
952,Meadows,2020/05/17 00:00:00,Door Counts,12305
953,Main,2020/08/17 00:00:00,Holds Filled (Collections),9700
954,BPL,2020/07/18 00:00:00,Outreach Events,9
955,Meadows,2020/06/17 00:00:00,Door Counts,13064
956,Main,2020/09/17 00:00:00,Holds Filled (Collections),9546
957,BPL,2020/08/18 00:00:00,Outreach Events,4
958,Meadows,2020/07/17 00:00:00,Door Counts,12983
959,Main,2020/10/17 00:00:00,Holds Filled (Collections),10852
960,BPL,2020/09/18 00:00:00,Outreach Events,8
961,System,2020/02/17 00:00:00,New Patrons,774
962,Meadows,2020/08/17 00:00:00,Door Counts,12896
963,Main,2020/11/17 00:00:00,Holds Filled (Collections),10761
964,BPL,2020/10/18 00:00:00,Outreach Events,9
965,System,2020/03/17 00:00:00,New Patrons,851
966,Meadows,2020/09/17 00:00:00,Door Counts,12276
967,Main,2020/12/17 00:00:00,Holds Filled (Collections),9712
968,BPL,2020/11/18 00:00:00,Outreach Events,2
969,System,2020/04/17 00:00:00,New Patrons,810
970,Meadows,2020/10/17 00:00:00,Door Counts,13302
971,Meadows,2020/01/17 00:00:00,Holds Filled (Collections),2695
972,BPL,2020/12/18 00:00:00,Outreach Events,2
973,System,2020/05/17 00:00:00,New Patrons,887
974,Meadows,2020/11/17 00:00:00,Door Counts,13492
975,Meadows,2020/02/17 00:00:00,Holds Filled (Collections),2500
976,BPL,2020/01/18 00:00:00,Outreach: Direct Contact,0
977,System,2020/06/17 00:00:00,New Patrons,1258
978,Meadows,2020/12/17 00:00:00,Door Counts,12904
979,Meadows,2020/03/17 00:00:00,Holds Filled (Collections),2746
980,BPL,2020/02/18 00:00:00,Outreach: Direct Contact,53
981,System,2020/07/17 00:00:00,New Patrons,995
982,Reynolds,2020/01/17 00:00:00,Door Counts,11493
983,Meadows,2020/04/17 00:00:00,Holds Filled (Collections),2520
984,BPL,2020/03/18 00:00:00,Outreach: Direct Contact,635
985,System,2020/08/17 00:00:00,New Patrons,1154
986,Reynolds,2020/02/17 00:00:00,Door Counts,10911
987,Meadows,2020/05/17 00:00:00,Holds Filled (Collections),2480
988,BPL,2020/04/18 00:00:00,Outreach: Direct Contact,1300
989,System,2020/09/17 00:00:00,New Patrons,1217
990,Reynolds,2020/03/17 00:00:00,Door Counts,12772
991,System,2020/10/17 00:00:00,New Patrons,998
992,Meadows,2020/06/17 00:00:00,Holds Filled (Collections),2875
993,System,2020/11/17 00:00:00,New Patrons,853
994,BPL,2020/05/18 00:00:00,Outreach: Direct Contact,0
995,Reynolds,2020/04/17 00:00:00,Door Counts,11904
996,BPL,2020/06/18 00:00:00,Outreach: Direct Contact,459
997,Meadows,2020/07/17 00:00:00,Holds Filled (Collections),2655
998,System,2020/12/17 00:00:00,New Patrons,650
999,Reynolds,2020/05/17 00:00:00,Door Counts,11740
1000,BPL,2020/07/18 00:00:00,Outreach: Direct Contact,527
1001,Meadows,2020/08/17 00:00:00,Holds Filled (Collections),2652
1002,System,2020/01/17 00:00:00,Database Use,16732
1003,BPL,2020/08/18 00:00:00,Outreach: Direct Contact,70
1004,Reynolds,2020/06/17 00:00:00,Door Counts,11640
1005,Meadows,2020/09/17 00:00:00,Holds Filled (Collections),2482
1006,BPL,2020/09/18 00:00:00,Outreach: Direct Contact,1050
1007,System,2020/02/17 00:00:00,Database Use,25950
1008,Reynolds,2020/07/17 00:00:00,Door Counts,11205
1009,Meadows,2020/10/17 00:00:00,Holds Filled (Collections),2704
1010,BPL,2020/10/18 00:00:00,Outreach: Direct Contact,484
1011,System,2020/03/17 00:00:00,Database Use,16103
1012,Reynolds,2020/08/17 00:00:00,Door Counts,10547
1013,Meadows,2020/11/17 00:00:00,Holds Filled (Collections),2676
1014,BPL,2020/11/18 00:00:00,Outreach: Direct Contact,215
1015,System,2020/04/17 00:00:00,Database Use,14825
1016,Reynolds,2020/09/17 00:00:00,Door Counts,9604
1017,Meadows,2020/12/17 00:00:00,Holds Filled (Collections),2674
1018,BPL,2020/12/18 00:00:00,Outreach: Direct Contact,70
1019,System,2020/05/17 00:00:00,Database Use,16669
1020,Reynolds,2020/10/17 00:00:00,Door Counts,10548
1021,Reynolds,2020/01/17 00:00:00,Holds Filled (Collections),3064
1022,BPL,2020/01/18 00:00:00,Outreach: Exposure,0
1023,System,2020/06/17 00:00:00,Database Use,9602
1024,Reynolds,2020/11/17 00:00:00,Door Counts,9960
1025,Reynolds,2020/02/17 00:00:00,Holds Filled (Collections),2700
1026,BPL,2020/02/18 00:00:00,Outreach: Exposure,0
1027,System,2020/07/17 00:00:00,Database Use,11083
1028,Reynolds,2020/12/17 00:00:00,Door Counts,9555
1029,Reynolds,2020/03/17 00:00:00,Holds Filled (Collections),3137
1030,BPL,2020/03/18 00:00:00,Outreach: Exposure,4600
1031,System,2020/08/17 00:00:00,Database Use,11644
1032,NoBo,2020/01/17 00:00:00,Door Counts,3515
1033,Reynolds,2020/04/17 00:00:00,Holds Filled (Collections),2810
1034,BPL,2020/04/18 00:00:00,Outreach: Exposure,1450
1035,System,2020/09/17 00:00:00,Database Use,21521
1036,NoBo,2020/02/17 00:00:00,Door Counts,3180
1037,Reynolds,2020/05/17 00:00:00,Holds Filled (Collections),2706
1038,BPL,2020/05/18 00:00:00,Outreach: Exposure,0
1039,System,2020/10/17 00:00:00,Database Use,17670
1040,NoBo,2020/03/17 00:00:00,Door Counts,3820
1041,Reynolds,2020/06/17 00:00:00,Holds Filled (Collections),3063
1042,BPL,2020/06/18 00:00:00,Outreach: Exposure,5550
1043,System,2020/11/17 00:00:00,Database Use,17852
1044,NoBo,2020/04/17 00:00:00,Door Counts,3604
1045,Reynolds,2020/07/17 00:00:00,Holds Filled (Collections),3040
1046,BPL,2020/07/18 00:00:00,Outreach: Exposure,10
1047,System,2020/12/17 00:00:00,Database Use,18260
1048,NoBo,2020/05/17 00:00:00,Door Counts,3614
1049,Reynolds,2020/08/17 00:00:00,Holds Filled (Collections),2972
1050,BPL,2020/08/18 00:00:00,Outreach: Exposure,150
1051,System,2020/01/17 00:00:00,eCollection Use,13413
1052,NoBo,2020/06/17 00:00:00,Door Counts,3407
1053,Reynolds,2020/09/17 00:00:00,Holds Filled (Collections),2593
1054,BPL,2020/09/18 00:00:00,Outreach: Exposure,3900
1055,System,2020/02/17 00:00:00,eCollection Use,12520
1056,NoBo,2020/07/17 00:00:00,Door Counts,3337
1057,Reynolds,2020/10/17 00:00:00,Holds Filled (Collections),2974
1058,BPL,2020/10/18 00:00:00,Outreach: Exposure,2130
1059,System,2020/03/17 00:00:00,eCollection Use,13838
1060,NoBo,2020/08/17 00:00:00,Door Counts,3429
1061,Reynolds,2020/11/17 00:00:00,Holds Filled (Collections),2958
1062,BPL,2020/11/18 00:00:00,Outreach: Exposure,
1063,System,2020/04/17 00:00:00,eCollection Use,12822
1064,NoBo,2020/09/17 00:00:00,Door Counts,3340
1065,Reynolds,2020/12/17 00:00:00,Holds Filled (Collections),2850
1066,BPL,2020/12/18 00:00:00,Outreach: Exposure,
1067,System,2020/05/17 00:00:00,eCollection Use,13814
1068,NoBo,2020/10/17 00:00:00,Door Counts,3444
1069,System,2020/01/17 00:00:00,Prospector Loans,1507
1070,System,2020/06/17 00:00:00,eCollection Use,13974
1071,NoBo,2020/11/17 00:00:00,Door Counts,3258
1072,System,2020/02/17 00:00:00,Prospector Loans,1437
1073,System,2020/03/17 00:00:00,Prospector Loans,1507
1074,System,2020/04/17 00:00:00,Prospector Loans,1288
1075,System,2020/05/17 00:00:00,Prospector Loans,732
1076,System,2020/06/17 00:00:00,Prospector Loans,1242
1077,System,2020/07/17 00:00:00,Prospector Loans,1419
1078,System,2020/08/17 00:00:00,Prospector Loans,1462
1079,System,2020/09/17 00:00:00,Prospector Loans,1314
1080,System,2020/10/17 00:00:00,Prospector Loans,1352
1081,Carnegie,2020/10/18 00:00:00,Programs Offered-Teen,0
1082,System,2020/07/17 00:00:00,eCollection Use,13580
1083,NoBo,2020/12/17 00:00:00,Door Counts,3194
1084,System,2020/08/17 00:00:00,eCollection Use,14508
1085,Carnegie,2020/01/17 00:00:00,Door Counts,148
1086,System,2020/09/17 00:00:00,eCollection Use,14232
1087,Carnegie,2020/02/17 00:00:00,Door Counts,156
1088,System,2020/10/17 00:00:00,eCollection Use,14276
1089,Carnegie,2020/03/17 00:00:00,Door Counts,182
1090,System,2020/11/17 00:00:00,eCollection Use,17753
1091,Carnegie,2020/04/17 00:00:00,Door Counts,169
1092,System,2020/12/17 00:00:00,eCollection Use,15360
1093,Carnegie,2020/05/17 00:00:00,Door Counts,149
1094,Main,2020/01/17 00:00:00,Door Counts,50300
1095,Carnegie,2020/06/17 00:00:00,Door Counts,154
1096,Main,2020/02/17 00:00:00,Door Counts,50705
1097,Carnegie,2020/07/17 00:00:00,Door Counts,150
1098,Main,2020/03/17 00:00:00,Door Counts,60481
1099,Carnegie,2020/08/17 00:00:00,Door Counts,184
1100,Main,2020/04/17 00:00:00,Door Counts,56626
1101,Main,2020/05/17 00:00:00,Door Counts,57945
1102,Main,2020/06/17 00:00:00,Door Counts,59192
1103,Carnegie,2020/11/18 00:00:00,Programs Offered-Teen,0
1104,Carnegie,2020/12/18 00:00:00,Programs Offered-Teen,0
1105,Main,2020/01/18 00:00:00,Programs Attendance-Teen,266
1106,Main,2020/02/18 00:00:00,Programs Attendance-Teen,494
1107,Main,2020/03/18 00:00:00,Programs Attendance-Teen,225
1108,Main,2020/04/18 00:00:00,Programs Attendance-Teen,204
1109,Main,2020/05/18 00:00:00,Programs Attendance-Teen,682
1110,Main,2020/06/18 00:00:00,Programs Attendance-Teen,185
1111,Main,2020/07/18 00:00:00,Programs Attendance-Teen,249
1112,Main,2020/08/18 00:00:00,Programs Attendance-Teen,301
1113,Main,2020/09/18 00:00:00,Programs Attendance-Teen,388
1114,Main,2020/10/18 00:00:00,Programs Attendance-Teen,583
1115,Main,2020/11/18 00:00:00,Programs Attendance-Teen,396
1116,Main,2020/12/18 00:00:00,Programs Attendance-Teen,150
1117,Meadows,2020/01/18 00:00:00,Programs Attendance-Teen,21
1118,Meadows,2020/02/18 00:00:00,Programs Attendance-Teen,30
1119,Meadows,2020/03/18 00:00:00,Programs Attendance-Teen,105
1120,Meadows,2020/04/18 00:00:00,Programs Attendance-Teen,24
1121,Meadows,2020/05/18 00:00:00,Programs Attendance-Teen,469
1122,Meadows,2020/06/18 00:00:00,Programs Attendance-Teen,38
1123,Meadows,2020/07/18 00:00:00,Programs Attendance-Teen,12
1124,Meadows,2020/08/18 00:00:00,Programs Attendance-Teen,7
1125,Meadows,2020/09/18 00:00:00,Programs Attendance-Teen,248
1126,Meadows,2020/10/18 00:00:00,Programs Attendance-Teen,187
1127,Meadows,2020/11/18 00:00:00,Programs Attendance-Teen,137
1128,Meadows,2020/12/18 00:00:00,Programs Attendance-Teen,147
1129,Reynolds,2020/01/18 00:00:00,Programs Attendance-Teen,26
1130,Reynolds,2020/02/18 00:00:00,Programs Attendance-Teen,22
1131,Reynolds,2020/03/18 00:00:00,Programs Attendance-Teen,46
1132,Reynolds,2020/04/18 00:00:00,Programs Attendance-Teen,61
1133,Reynolds,2020/05/18 00:00:00,Programs Attendance-Teen,149
1134,Reynolds,2020/06/18 00:00:00,Programs Attendance-Teen,34
1135,Reynolds,2020/07/18 00:00:00,Programs Attendance-Teen,68
1136,Reynolds,2020/08/18 00:00:00,Programs Attendance-Teen,55
1137,Reynolds,2020/09/18 00:00:00,Programs Attendance-Teen,39
1138,Reynolds,2020/10/18 00:00:00,Programs Attendance-Teen,24
1139,Reynolds,2020/11/18 00:00:00,Programs Attendance-Teen,50
1140,Reynolds,2020/12/18 00:00:00,Programs Attendance-Teen,34
1141,NoBo,2020/01/18 00:00:00,Programs Attendance-Teen,0
1142,NoBo,2020/02/18 00:00:00,Programs Attendance-Teen,0
1143,NoBo,2020/03/18 00:00:00,Programs Attendance-Teen,5
1144,NoBo,2020/04/18 00:00:00,Programs Attendance-Teen,0
1145,NoBo,2020/05/18 00:00:00,Programs Attendance-Teen,139
1146,NoBo,2020/06/18 00:00:00,Programs Attendance-Teen,14
1147,NoBo,2020/07/18 00:00:00,Programs Attendance-Teen,10
1148,NoBo,2020/08/18 00:00:00,Programs Attendance-Teen,0
1149,NoBo,2020/09/18 00:00:00,Programs Attendance-Teen,4
1150,NoBo,2020/10/18 00:00:00,Programs Attendance-Teen,0
1151,System,2020/11/17 00:00:00,Prospector Loans,1292
1152,System,2020/12/17 00:00:00,Prospector Loans,1024
1153,System,2020/01/17 00:00:00,Prospector Borrows,2044
1154,System,2020/02/17 00:00:00,Prospector Borrows,1783
1155,System,2020/03/17 00:00:00,Prospector Borrows,2044
1156,System,2020/04/17 00:00:00,Prospector Borrows,1690
1157,System,2020/05/17 00:00:00,Prospector Borrows,901
1158,System,2020/06/17 00:00:00,Prospector Borrows,1578
1159,System,2020/07/17 00:00:00,Prospector Borrows,1676
1160,System,2020/08/17 00:00:00,Prospector Borrows,1681
1161,System,2020/09/17 00:00:00,Prospector Borrows,1433
1162,System,2020/10/17 00:00:00,Prospector Borrows,1784
1163,System,2020/11/17 00:00:00,Prospector Borrows,1794
1164,System,2020/12/17 00:00:00,Prospector Borrows,1564
1165,System,2020/01/17 00:00:00,FLC Loans outgoing,5427
1166,System,2020/02/17 00:00:00,FLC Loans outgoing,5389
1167,System,2020/03/17 00:00:00,FLC Loans outgoing,6598
1168,System,2020/04/17 00:00:00,FLC Loans outgoing,5427
1169,System,2020/05/17 00:00:00,FLC Loans outgoing,5081
1170,System,2020/06/17 00:00:00,FLC Loans outgoing,6759
1171,System,2020/07/17 00:00:00,FLC Loans outgoing,5915
1172,System,2020/08/17 00:00:00,FLC Loans outgoing,5915
1173,System,2020/09/17 00:00:00,FLC Loans outgoing,5915
1174,System,2020/10/17 00:00:00,FLC Loans outgoing,6387
1175,System,2020/11/17 00:00:00,FLC Loans outgoing,6387
1176,System,2020/12/17 00:00:00,FLC Loans outgoing,6387
1177,System,2020/01/17 00:00:00,FLC Borrows incoming,6956
1178,System,2020/02/17 00:00:00,FLC Borrows incoming,6624
1179,System,2020/03/17 00:00:00,FLC Borrows incoming,8243
1180,System,2020/04/17 00:00:00,FLC Borrows incoming,7764
1181,System,2020/05/17 00:00:00,FLC Borrows incoming,7430
1182,System,2020/06/17 00:00:00,FLC Borrows incoming,7414
1183,System,2020/07/17 00:00:00,FLC Borrows incoming,7796
1184,System,2020/08/17 00:00:00,FLC Borrows incoming,7390
1185,System,2020/09/17 00:00:00,FLC Borrows incoming,6920
1186,System,2020/10/17 00:00:00,FLC Borrows incoming,8088
1187,System,2020/11/17 00:00:00,FLC Borrows incoming,8088
1188,System,2020/12/17 00:00:00,FLC Borrows incoming,8088
1189,Main,2020/01/17 00:00:00,PC Sessions,8816
1190,Main,2020/02/17 00:00:00,PC Sessions,8816
1191,Main,2020/03/17 00:00:00,PC Sessions,8816
1192,Main,2020/04/17 00:00:00,PC Sessions,7838
1193,Main,2020/05/17 00:00:00,PC Sessions,8134
1194,Main,2020/06/17 00:00:00,PC Sessions,8289
1195,Main,2020/07/17 00:00:00,PC Sessions,8504
1196,Main,2020/08/17 00:00:00,PC Sessions,8971
1197,Main,2020/09/17 00:00:00,PC Sessions,7193
1198,Main,2020/10/17 00:00:00,PC Sessions,7674
1199,Main,2020/11/17 00:00:00,PC Sessions,7350
1200,Main,2020/12/17 00:00:00,PC Sessions,7296
1201,NoBo,2020/01/17 00:00:00,Storytime Events,17
1202,NoBo,2020/02/17 00:00:00,Storytime Events,15
1203,NoBo,2020/03/17 00:00:00,Storytime Events,18
1204,NoBo,2020/04/17 00:00:00,Storytime Events,18
1205,Main,2020/03/17 00:00:00,BLDG 61 events,58
1206,NoBo,2020/05/17 00:00:00,Storytime Events,19
1207,NoBo,2020/06/17 00:00:00,Storytime Events,17
1208,NoBo,2020/07/17 00:00:00,Storytime Events,17
1209,Main,2020/04/17 00:00:00,BLDG 61 events,48
1210,NoBo,2020/08/17 00:00:00,Storytime Events,19
1211,Main,2020/05/17 00:00:00,BLDG 61 events,41
1212,NoBo,2020/09/17 00:00:00,Storytime Events,17
1213,Main,2020/06/17 00:00:00,BLDG 61 events,37
1214,NoBo,2020/10/17 00:00:00,Storytime Events,19
1215,Main,2020/07/17 00:00:00,BLDG 61 events,42
1216,NoBo,2020/11/17 00:00:00,Storytime Events,17
1217,Main,2020/08/17 00:00:00,BLDG 61 events,32
1218,NoBo,2020/12/17 00:00:00,Storytime Events,16
1219,Main,2020/09/17 00:00:00,BLDG 61 events,32
1220,Carnegie,2020/01/17 00:00:00,Storytime Events,0
1221,Main,2020/10/17 00:00:00,BLDG 61 events,43
1222,Carnegie,2020/02/17 00:00:00,Storytime Events,0
1223,Main,2020/11/17 00:00:00,BLDG 61 events,41
1224,Carnegie,2020/03/17 00:00:00,Storytime Events,0
1225,Main,2020/12/17 00:00:00,BLDG 61 events,26
1226,Carnegie,2020/04/17 00:00:00,Storytime Events,0
1227,Main,2020/01/17 00:00:00,BLDG 61 attendance,361
1228,Carnegie,2020/05/17 00:00:00,Storytime Events,0
1229,Main,2020/02/17 00:00:00,BLDG 61 attendance,521
1230,Carnegie,2020/06/17 00:00:00,Storytime Events,0
1231,Main,2020/03/17 00:00:00,BLDG 61 attendance,612
1232,Carnegie,2020/07/17 00:00:00,Storytime Events,0
1233,Main,2020/04/17 00:00:00,BLDG 61 attendance,602
1234,Carnegie,2020/08/17 00:00:00,Storytime Events,0
1235,Main,2020/05/17 00:00:00,BLDG 61 attendance,525
1236,Carnegie,2020/09/17 00:00:00,Storytime Events,0
1237,Main,2020/06/17 00:00:00,BLDG 61 attendance,557
1238,NoBo,2020/11/17 00:00:00,Programs Attendance-Adult,0
1239,Carnegie,2020/09/17 00:00:00,Programs Offered-Adult,0
1240,Carnegie,2020/10/17 00:00:00,Storytime Events,0
1241,Carnegie,2020/11/17 00:00:00,Storytime Events,0
1242,Carnegie,2020/12/17 00:00:00,Storytime Events,0
1243,Main,2020/01/17 00:00:00,Storytime Attendance,2212
1244,Main,2020/02/17 00:00:00,Storytime Attendance,2105
1245,Main,2020/03/17 00:00:00,Storytime Attendance,2540
1246,Main,2020/04/17 00:00:00,Storytime Attendance,1986
1247,Main,2020/05/17 00:00:00,Storytime Attendance,1888
1248,Main,2020/06/17 00:00:00,Storytime Attendance,2245
1249,Main,2020/07/17 00:00:00,Storytime Attendance,2212
1250,Main,2020/08/17 00:00:00,Storytime Attendance,2046
1251,Main,2020/09/17 00:00:00,Storytime Attendance,1786
1252,Main,2020/10/17 00:00:00,Storytime Attendance,2003
1253,Main,2020/11/17 00:00:00,Storytime Attendance,2379
1254,Main,2020/12/17 00:00:00,Storytime Attendance,1769
1255,Meadows,2020/01/17 00:00:00,Storytime Attendance,185
1256,Meadows,2020/02/17 00:00:00,Storytime Attendance,211
1257,Meadows,2020/03/17 00:00:00,Storytime Attendance,286
1258,Meadows,2020/04/17 00:00:00,Storytime Attendance,247
1259,Meadows,2020/05/17 00:00:00,Storytime Attendance,315
1260,Meadows,2020/06/17 00:00:00,Storytime Attendance,452
1261,Meadows,2020/07/17 00:00:00,Storytime Attendance,308
1262,Meadows,2020/08/17 00:00:00,Storytime Attendance,266
1263,Meadows,2020/09/17 00:00:00,Storytime Attendance,329
1264,Meadows,2020/10/17 00:00:00,Storytime Attendance,225
1265,Meadows,2020/11/17 00:00:00,Storytime Attendance,229
1266,Meadows,2020/12/17 00:00:00,Storytime Attendance,294
1267,Reynolds,2020/01/17 00:00:00,Storytime Attendance,412
1268,Reynolds,2020/02/17 00:00:00,Storytime Attendance,297
1269,BLDG 61,2020/05/17 00:00:00,Programs Offered-Children,2
1270,Carnegie,2020/10/17 00:00:00,Programs Offered-Adult,0
1271,Carnegie,2020/11/17 00:00:00,Programs Offered-Adult,0
1272,BLDG 61,2020/06/17 00:00:00,Programs Offered-Children,7
1273,Main,2020/07/17 00:00:00,BLDG 61 attendance,652
1274,Carnegie,2020/12/17 00:00:00,Programs Offered-Adult,0
1275,BLDG 61,2020/07/17 00:00:00,Programs Offered-Children,2
1276,NoBo,2020/12/17 00:00:00,Programs Attendance-Adult,0
1277,Main,2020/08/17 00:00:00,BLDG 61 attendance,595
1278,Main,2020/01/17 00:00:00,Programs Attendance-Adult,800
1279,BLDG 61,2020/08/17 00:00:00,Programs Offered-Children,1
1280,Carnegie,2020/01/17 00:00:00,Programs Attendance-Adult,0
1281,Main,2020/09/17 00:00:00,BLDG 61 attendance,627
1282,Main,2020/02/17 00:00:00,Programs Attendance-Adult,1299
1283,BLDG 61,2020/09/17 00:00:00,Programs Offered-Children,1
1284,Carnegie,2020/02/17 00:00:00,Programs Attendance-Adult,0
1285,Main,2020/10/17 00:00:00,BLDG 61 attendance,972
1286,Main,2020/03/17 00:00:00,Programs Attendance-Adult,1100
1287,BLDG 61,2020/10/17 00:00:00,Programs Offered-Children,2
1288,Carnegie,2020/03/17 00:00:00,Programs Attendance-Adult,0
1289,Main,2020/11/17 00:00:00,BLDG 61 attendance,931
1290,Main,2020/04/17 00:00:00,Programs Attendance-Adult,1144
1291,BLDG 61,2020/11/17 00:00:00,Programs Offered-Children,3
1292,Carnegie,2020/04/17 00:00:00,Programs Attendance-Adult,0
1293,Main,2020/12/17 00:00:00,BLDG 61 attendance,821
1294,Main,2020/05/17 00:00:00,Programs Attendance-Adult,2508
1295,BLDG 61,2020/12/17 00:00:00,Programs Offered-Children,2
1296,Carnegie,2020/05/17 00:00:00,Programs Attendance-Adult,0
1297,BLDG 61,2020/01/17 00:00:00,Programs Offered-Adult,22
1298,Main,2020/06/17 00:00:00,Programs Attendance-Adult,1238
1299,BLDG 61,2020/01/17 00:00:00,Programs Attendance-Children,47
1300,Carnegie,2020/06/17 00:00:00,Programs Attendance-Adult,0
1301,BLDG 61,2020/02/17 00:00:00,Programs Offered-Adult,21
1302,Main,2020/07/17 00:00:00,Programs Attendance-Adult,704
1303,BLDG 61,2020/02/17 00:00:00,Programs Attendance-Children,177
1304,Carnegie,2020/07/17 00:00:00,Programs Attendance-Adult,0
1305,BLDG 61,2020/03/17 00:00:00,Programs Offered-Adult,40
1306,Main,2020/08/17 00:00:00,Programs Attendance-Adult,1258
1307,BLDG 61,2020/03/17 00:00:00,Programs Attendance-Children,112
1308,Carnegie,2020/08/17 00:00:00,Programs Attendance-Adult,0
1309,BLDG 61,2020/04/17 00:00:00,Programs Offered-Adult,36
1310,Main,2020/09/17 00:00:00,Programs Attendance-Adult,4458
1311,BLDG 61,2020/04/17 00:00:00,Programs Attendance-Children,76
1312,Carnegie,2020/09/17 00:00:00,Programs Attendance-Adult,0
1313,BLDG 61,2020/05/17 00:00:00,Programs Offered-Adult,33
1314,Main,2020/10/17 00:00:00,Programs Attendance-Adult,1595
1315,BLDG 61,2020/05/17 00:00:00,Programs Attendance-Children,34
1316,Carnegie,2020/10/17 00:00:00,Programs Attendance-Adult,0
1317,BLDG 61,2020/06/17 00:00:00,Programs Offered-Adult,23
1318,BLDG 61,2020/07/17 00:00:00,Programs Offered-Adult,29
1319,BLDG 61,2020/08/17 00:00:00,Programs Offered-Adult,26
1320,BLDG 61,2020/09/17 00:00:00,Programs Offered-Adult,29
1321,BLDG 61,2020/10/17 00:00:00,Programs Offered-Adult,35
1322,BLDG 61,2020/11/17 00:00:00,Programs Offered-Adult,35
1323,BLDG 61,2020/12/17 00:00:00,Programs Offered-Adult,23
1324,BLDG 61,2020/01/17 00:00:00,Programs Attendance-Adult,314
1325,BLDG 61,2020/02/17 00:00:00,Programs Attendance-Adult,251
1326,BLDG 61,2020/03/17 00:00:00,Programs Attendance-Adult,385
1327,BLDG 61,2020/04/17 00:00:00,Programs Attendance-Adult,464
1328,BLDG 61,2020/05/17 00:00:00,Programs Attendance-Adult,468
1329,BLDG 61,2020/06/17 00:00:00,Programs Attendance-Adult,360
