DateTime,Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
03/10/2012 08:00,None,0,2,40,3,10,2012,16,5.00,14.80,573.26,523.00,4299.94,56.11
03/10/2012 08:30,None,0,2,40,3,10,2012,17,7.00,16.70,549.27,491.00,4323.91,55.49
03/10/2012 09:00,None,0,2,40,3,10,2012,18,8.00,16.70,549.54,497.00,4434.98,57.40
03/10/2012 09:30,None,0,2,40,3,10,2012,19,8.00,16.70,545.43,455.00,4491.20,57.40
03/10/2012 10:00,None,0,2,40,3,10,2012,20,9.00,20.40,545.29,420.00,4473.61,57.40
03/10/2012 10:30,None,0,2,40,3,10,2012,21,10.00,16.70,542.45,460.00,4482.07,57.40
03/10/2012 11:00,None,0,2,40,3,10,2012,22,11.00,20.40,541.27,521.00,4489.83,57.39
03/10/2012 11:30,None,0,2,40,3,10,2012,23,11.00,22.20,538.67,557.00,4482.74,57.33
03/10/2012 12:00,None,0,2,40,3,10,2012,24,12.00,22.20,541.29,550.00,4518.04,57.30
03/10/2012 12:30,None,0,2,40,3,10,2012,25,13.00,24.10,534.90,604.00,4510.61,57.29
03/10/2012 13:00,None,0,2,40,3,10,2012,26,13.00,24.10,526.51,586.00,4420.76,56.72
03/10/2012 13:30,None,0,2,40,3,10,2012,27,12.00,29.60,530.74,570.00,4333.36,55.29
03/10/2012 14:00,None,0,2,40,3,10,2012,28,13.00,24.10,543.02,521.00,4331.52,55.12
03/10/2012 14:30,None,0,2,40,3,10,2012,29,11.00,24.10,537.29,549.00,4332.82,55.45
03/10/2012 15:00,None,0,2,40,3,10,2012,30,12.00,29.60,535.57,522.00,4359.75,56.19
03/10/2012 15:30,None,0,2,40,3,10,2012,31,11.00,24.10,540.44,492.00,4421.09,56.88
03/10/2012 16:00,None,0,2,40,3,10,2012,32,12.00,29.60,531.76,565.00,4495.06,57.35
03/10/2012 16:30,None,0,2,40,3,10,2012,33,12.00,24.10,528.20,567.00,4591.60,57.37
03/10/2012 17:00,None,0,2,40,3,10,2012,34,11.00,18.50,527.30,534.00,4705.58,63.48
03/10/2012 17:30,None,0,2,40,3,10,2012,35,11.00,20.40,518.93,427.00,4740.11,63.48
03/10/2012 18:00,None,0,2,40,3,10,2012,36,11.00,18.50,515.76,331.00,4698.57,63.48
03/10/2012 18:30,None,0,2,40,3,10,2012,37,10.00,24.10,520.43,325.00,4664.89,93.41
03/10/2012 19:00,None,0,2,40,3,10,2012,38,9.00,16.70,519.12,319.00,4839.31,118.05
03/10/2012 19:30,None,0,2,40,3,10,2012,39,7.00,14.80,496.97,292.00,4982.68,127.65
03/10/2012 20:00,None,0,2,40,3,10,2012,40,7.00,14.80,497.65,290.00,4906.16,127.65
03/10/2012 20:30,None,0,2,40,3,10,2012,41,6.00,13.00,507.90,268.00,4782.62,93.48
03/10/2012 21:00,None,0,2,40,3,10,2012,42,5.00,14.80,523.05,257.00,4582.39,63.55
03/10/2012 21:30,None,0,2,40,3,10,2012,43,6.00,14.80,534.50,258.00,4332.54,55.40
03/10/2012 22:00,None,0,2,40,3,10,2012,44,6.00,14.80,557.81,235.00,4057.85,54.05
03/10/2012 22:30,None,0,2,40,3,10,2012,45,6.00,14.80,568.39,196.00,3784.94,53.59
03/10/2012 23:00,None,0,2,40,3,10,2012,46,6.00,14.80,596.34,169.00,3545.22,52.29
03/10/2012 23:30,None,0,2,40,3,10,2012,47,7.00,11.10,620.14,190.00,3339.27,42.75
04/10/2012 00:00,None,0,3,40,4,10,2012,0,6.00,14.80,654.50,166.00,3199.25,42.51
04/10/2012 00:30,None,0,3,40,4,10,2012,1,7.00,16.70,673.91,180.00,3061.47,42.51
04/10/2012 01:00,None,0,3,40,4,10,2012,2,7.00,14.80,673.84,170.00,2945.60,42.51
04/10/2012 01:30,None,0,3,40,4,10,2012,3,7.00,14.80,647.13,166.00,2845.44,42.51
04/10/2012 02:00,None,0,3,40,4,10,2012,4,7.00,14.80,653.82,158.00,2793.42,40.64
04/10/2012 02:30,None,0,3,40,4,10,2012,5,7.00,16.70,652.45,148.00,2742.56,40.64
04/10/2012 03:00,None,0,3,40,4,10,2012,6,7.00,16.70,654.34,153.00,2697.05,40.64
04/10/2012 03:30,None,0,3,40,4,10,2012,7,7.00,16.70,644.92,185.00,2668.26,40.64
04/10/2012 04:00,None,0,3,40,4,10,2012,8,7.00,14.80,650.14,170.00,2670.88,40.64
04/10/2012 04:30,None,0,3,40,4,10,2012,9,7.00,13.00,653.93,161.00,2703.21,40.64
04/10/2012 05:00,None,0,3,40,4,10,2012,10,7.00,9.30,682.70,164.00,2752.31,42.51
04/10/2012 05:30,None,0,3,40,4,10,2012,11,7.00,9.30,710.45,129.00,2824.61,42.51
04/10/2012 06:00,None,0,3,40,4,10,2012,12,7.00,11.10,716.74,111.00,3035.40,57.05
04/10/2012 06:30,None,0,3,40,4,10,2012,13,7.00,7.40,701.40,115.00,3341.03,57.85
04/10/2012 07:00,None,0,3,40,4,10,2012,14,6.00,11.10,681.63,112.00,3857.13,59.55
04/10/2012 07:30,None,0,3,40,4,10,2012,15,6.00,11.10,628.75,121.00,4199.74,67.21
04/10/2012 08:00,None,0,3,40,4,10,2012,16,6.00,14.80,592.75,100.00,4444.88,67.23
04/10/2012 08:30,None,0,3,40,4,10,2012,17,?,?,577.66,97.00,4480.88,67.29
04/10/2012 09:00,None,0,3,40,4,10,2012,18,8.00,11.10,570.58,124.00,4540.46,67.29
04/10/2012 09:30,None,0,3,40,4,10,2012,19,9.00,9.30,570.18,113.00,4568.88,67.29
04/10/2012 10:00,None,0,3,40,4,10,2012,20,10.00,13.00,565.51,107.00,4555.90,67.29
04/10/2012 10:30,None,0,3,40,4,10,2012,21,11.00,13.00,564.16,128.00,4549.98,67.29
04/10/2012 11:00,None,0,3,40,4,10,2012,22,11.00,16.70,560.36,172.00,4531.74,67.29
04/10/2012 11:30,None,0,3,40,4,10,2012,23,12.00,16.70,554.56,237.00,4501.96,67.28
04/10/2012 12:00,None,0,3,40,4,10,2012,24,12.00,18.50,545.34,313.00,4498.15,64.76
04/10/2012 12:30,None,0,3,40,4,10,2012,25,10.00,18.50,543.55,388.00,4467.72,61.53
04/10/2012 13:00,None,0,3,40,4,10,2012,26,11.00,18.50,535.24,469.00,4368.91,59.55
04/10/2012 13:30,None,0,3,40,4,10,2012,27,12.00,27.80,529.08,556.00,4272.23,59.40
04/10/2012 14:00,None,0,3,40,4,10,2012,28,13.00,25.90,525.96,519.00,4256.99,59.40
04/10/2012 14:30,None,0,3,40,4,10,2012,29,12.00,25.90,523.25,529.00,4228.99,59.40
04/10/2012 15:00,None,0,3,40,4,10,2012,30,12.00,27.80,513.74,653.00,4212.10,59.40
04/10/2012 15:30,None,0,3,40,4,10,2012,31,10.00,20.40,507.45,661.00,4273.96,59.40
04/10/2012 16:00,None,0,3,40,4,10,2012,32,11.00,18.50,509.27,666.00,4392.96,59.55
04/10/2012 16:30,None,0,3,40,4,10,2012,33,11.00,20.40,513.91,579.00,4546.82,63.91
04/10/2012 17:00,None,0,3,40,4,10,2012,34,11.00,22.20,515.06,539.00,4587.79,62.41
04/10/2012 17:30,None,0,3,40,4,10,2012,35,11.00,18.50,494.24,526.00,4511.31,63.60
04/10/2012 18:00,None,0,3,40,4,10,2012,36,11.00,22.20,494.40,475.00,4465.25,62.96
04/10/2012 18:30,None,0,3,40,4,10,2012,37,11.00,18.50,495.77,483.00,4472.11,65.61
04/10/2012 19:00,None,0,3,40,4,10,2012,38,11.00,22.20,493.99,438.00,4612.47,65.61
04/10/2012 19:30,None,0,3,40,4,10,2012,39,10.00,25.90,481.69,410.00,4631.38,67.14
04/10/2012 20:00,None,0,3,40,4,10,2012,40,10.00,18.50,487.82,384.00,4581.60,65.61
04/10/2012 20:30,None,0,3,40,4,10,2012,41,9.00,22.20,498.44,355.00,4620.91,67.14
04/10/2012 21:00,None,0,3,40,4,10,2012,42,9.00,18.50,523.84,343.00,4503.06,67.14
04/10/2012 21:30,None,0,3,40,4,10,2012,43,9.00,11.10,537.14,301.00,4243.18,64.05
04/10/2012 22:00,None,0,3,40,4,10,2012,44,9.00,11.10,543.63,268.00,3993.36,60.31
04/10/2012 22:30,None,0,3,40,4,10,2012,45,9.00,11.10,558.09,247.00,3698.73,58.31
04/10/2012 23:00,None,0,3,40,4,10,2012,46,9.00,11.10,566.21,275.00,3437.89,49.71
04/10/2012 23:30,None,0,3,40,4,10,2012,47,9.00,7.40,550.54,282.00,3195.79,44.55
05/10/2012 00:00,None,0,4,40,5,10,2012,0,9.00,7.40,578.09,301.00,3130.67,44.55
05/10/2012 00:30,None,0,4,40,5,10,2012,1,9.00,9.30,543.45,297.00,3005.10,44.21
05/10/2012 01:00,None,0,4,40,5,10,2012,2,9.00,11.10,536.64,280.00,2862.29,44.21
05/10/2012 01:30,None,0,4,40,5,10,2012,3,9.00,14.80,523.50,314.00,2751.84,44.21
05/10/2012 02:00,None,0,4,40,5,10,2012,4,9.00,9.30,505.52,314.00,2693.82,44.21
05/10/2012 02:30,None,0,4,40,5,10,2012,5,9.00,9.30,507.30,329.00,2616.79,44.21
05/10/2012 03:00,None,0,4,40,5,10,2012,6,9.00,9.30,506.99,382.00,2571.86,44.21
05/10/2012 03:30,None,0,4,40,5,10,2012,7,9.00,13.00,506.54,406.00,2555.38,44.21
05/10/2012 04:00,None,0,4,40,5,10,2012,8,8.00,13.00,487.79,436.00,2545.07,44.21
05/10/2012 04:30,None,0,4,40,5,10,2012,9,8.00,13.00,476.91,456.00,2561.07,44.21
05/10/2012 05:00,None,0,4,40,5,10,2012,10,8.00,11.10,495.65,443.00,2611.29,44.21
05/10/2012 05:30,None,0,4,40,5,10,2012,11,8.00,9.30,506.23,469.00,2659.40,44.21
05/10/2012 06:00,None,0,4,40,5,10,2012,12,8.00,9.30,554.53,446.00,2879.95,38.66
05/10/2012 06:30,None,0,4,40,5,10,2012,13,8.00,9.30,592.26,337.00,3165.49,39.26
05/10/2012 07:00,None,0,4,40,5,10,2012,14,8.00,11.10,624.33,335.00,3690.74,49.12
05/10/2012 07:30,None,0,4,40,5,10,2012,15,8.00,11.10,570.00,337.00,4037.20,51.03
05/10/2012 08:00,None,0,4,40,5,10,2012,16,8.00,13.00,551.43,310.00,4279.24,51.03
05/10/2012 08:30,None,0,4,40,5,10,2012,17,8.00,9.30,534.97,260.00,4331.87,55.23
05/10/2012 09:00,None,0,4,40,5,10,2012,18,8.00,11.10,539.69,211.00,4418.04,73.80
05/10/2012 09:30,None,0,4,40,5,10,2012,19,8.00,9.30,521.33,193.00,4482.36,73.80
05/10/2012 10:00,None,0,4,40,5,10,2012,20,9.00,11.10,527.28,192.00,4468.27,73.80
05/10/2012 10:30,None,0,4,40,5,10,2012,21,10.00,11.10,526.44,190.00,4462.11,73.80
05/10/2012 11:00,None,0,4,40,5,10,2012,22,10.00,11.10,531.89,168.00,4467.92,73.80
05/10/2012 11:30,None,0,4,40,5,10,2012,23,10.00,9.30,533.99,155.00,4459.35,73.80
05/10/2012 12:00,None,0,4,40,5,10,2012,24,11.00,9.30,533.62,158.00,4473.63,83.32
05/10/2012 12:30,None,0,4,40,5,10,2012,25,11.00,9.30,530.99,117.00,4488.73,93.05
05/10/2012 13:00,None,0,4,40,5,10,2012,26,11.00,9.30,531.10,125.00,4414.15,79.99
05/10/2012 13:30,None,0,4,40,5,10,2012,27,11.00,7.40,538.04,124.00,4330.39,73.80
05/10/2012 14:00,None,0,4,40,5,10,2012,28,11.00,7.40,546.97,104.00,4334.23,73.80
05/10/2012 14:30,None,0,4,40,5,10,2012,29,11.00,11.10,547.12,95.00,4313.27,73.80
05/10/2012 15:00,None,0,4,40,5,10,2012,30,12.00,9.30,560.93,86.00,4321.97,73.80
05/10/2012 15:30,None,0,4,40,5,10,2012,31,11.00,5.60,547.59,100.00,4344.29,73.80
05/10/2012 16:00,None,0,4,40,5,10,2012,32,11.00,5.60,544.18,133.00,4385.93,73.80
05/10/2012 16:30,None,0,4,40,5,10,2012,33,11.00,5.60,542.83,71.00,4477.79,81.25
05/10/2012 17:00,None,0,4,40,5,10,2012,34,11.00,3.70,548.56,58.00,4566.96,94.51
05/10/2012 17:30,None,0,4,40,5,10,2012,35,10.00,9.30,548.14,66.00,4630.14,94.55
05/10/2012 18:00,None,0,4,40,5,10,2012,36,10.00,9.30,541.82,56.00,4635.69,94.68
05/10/2012 18:30,None,0,4,40,5,10,2012,37,9.00,7.40,537.73,66.00,4661.18,94.68
05/10/2012 19:00,None,0,4,40,5,10,2012,38,8.00,9.30,531.60,62.00,4823.78,94.68
05/10/2012 19:30,None,0,4,40,5,10,2012,39,8.00,7.40,523.14,59.00,4852.58,94.68
05/10/2012 20:00,None,0,4,40,5,10,2012,40,8.00,5.60,523.76,67.00,4720.35,95.04
05/10/2012 20:30,None,0,4,40,5,10,2012,41,8.00,3.70,526.06,57.00,4564.77,95.17
05/10/2012 21:00,None,0,4,40,5,10,2012,42,8.00,7.40,543.02,60.00,4369.82,73.80
05/10/2012 21:30,None,0,4,40,5,10,2012,43,8.00,5.60,552.60,75.00,4150.45,69.24
05/10/2012 22:00,None,0,4,40,5,10,2012,44,8.00,5.60,541.78,80.00,3952.25,73.80
05/10/2012 22:30,None,0,4,40,5,10,2012,45,8.00,5.60,551.43,89.00,3738.05,50.67
05/10/2012 23:00,None,0,4,40,5,10,2012,46,8.00,5.60,539.07,85.00,3534.43,50.54
05/10/2012 23:30,None,0,4,40,5,10,2012,47,8.00,9.30,544.08,86.00,3370.64,49.12
06/10/2012 00:00,None,0,5,40,6,10,2012,0,8.00,9.30,578.47,93.00,3267.12,49.12
06/10/2012 00:30,None,0,5,40,6,10,2012,1,8.00,9.30,603.54,90.00,3137.51,48.30
06/10/2012 01:00,None,0,5,40,6,10,2012,2,8.00,7.40,600.39,103.00,2999.69,39.26
06/10/2012 01:30,None,0,5,40,6,10,2012,3,7.00,7.40,632.03,109.00,2867.79,38.66
06/10/2012 02:00,None,0,5,40,6,10,2012,4,8.00,9.30,650.43,108.00,2793.02,38.66
06/10/2012 02:30,None,0,5,40,6,10,2012,5,7.00,11.10,656.69,119.00,2698.45,38.66
06/10/2012 03:00,None,0,5,40,6,10,2012,6,6.00,14.80,669.89,138.00,2643.58,38.66
06/10/2012 03:30,None,0,5,40,6,10,2012,7,6.00,11.10,670.15,162.00,2604.68,38.66
06/10/2012 04:00,None,0,5,40,6,10,2012,8,6.00,11.10,679.96,153.00,2570.08,38.01
06/10/2012 04:30,None,0,5,40,6,10,2012,9,6.00,18.50,680.00,147.00,2568.29,38.66
06/10/2012 05:00,None,0,5,40,6,10,2012,10,5.00,16.70,694.52,136.00,2587.80,38.66
06/10/2012 05:30,None,0,5,40,6,10,2012,11,5.00,14.80,676.05,147.00,2596.28,38.66
06/10/2012 06:00,None,0,5,40,6,10,2012,12,5.00,11.10,681.13,134.00,2684.24,37.67
06/10/2012 06:30,None,0,5,40,6,10,2012,13,4.00,14.80,691.77,140.00,2784.52,38.86
06/10/2012 07:00,None,0,5,40,6,10,2012,14,4.00,13.00,689.74,155.00,2962.61,40.00
06/10/2012 07:30,None,0,5,40,6,10,2012,15,4.00,18.50,672.06,168.00,3072.78,48.66
06/10/2012 08:00,None,0,5,40,6,10,2012,16,4.00,14.80,640.51,178.00,3346.76,48.66
06/10/2012 08:30,None,0,5,40,6,10,2012,17,4.00,14.80,592.07,142.00,3599.28,50.50
06/10/2012 09:00,None,0,5,40,6,10,2012,18,5.00,9.30,573.69,112.00,3810.09,59.73
06/10/2012 09:30,None,0,5,40,6,10,2012,19,6.00,11.10,554.21,112.00,3954.73,73.59
06/10/2012 10:00,None,0,5,40,6,10,2012,20,7.00,11.10,539.91,92.00,4051.58,88.69
06/10/2012 10:30,None,0,5,40,6,10,2012,21,7.00,9.30,534.97,65.00,4094.20,94.93
06/10/2012 11:00,None,0,5,40,6,10,2012,22,8.00,11.10,527.63,60.00,4107.36,94.93
06/10/2012 11:30,None,0,5,40,6,10,2012,23,10.00,13.00,518.53,51.00,4113.26,94.93
06/10/2012 12:00,None,0,5,40,6,10,2012,24,10.00,14.80,515.70,53.00,4121.78,94.93
06/10/2012 12:30,None,0,5,40,6,10,2012,25,11.00,13.00,514.07,61.00,4116.74,94.93
06/10/2012 13:00,None,0,5,40,6,10,2012,26,12.00,13.00,515.81,73.00,4050.17,83.73
06/10/2012 13:30,None,0,5,40,6,10,2012,27,13.00,16.70,518.08,81.00,3955.37,73.59
06/10/2012 14:00,None,0,5,40,6,10,2012,28,13.00,14.80,533.72,77.00,3885.55,73.59
06/10/2012 14:30,None,0,5,40,6,10,2012,29,13.00,16.70,542.31,70.00,3828.40,68.98
06/10/2012 15:00,None,0,5,40,6,10,2012,30,13.00,14.80,541.56,84.00,3802.39,68.98
06/10/2012 15:30,None,0,5,40,6,10,2012,31,13.00,14.80,540.88,95.00,3785.35,68.98
06/10/2012 16:00,None,0,5,40,6,10,2012,32,13.00,14.80,540.19,95.00,3825.54,68.98
06/10/2012 16:30,None,0,5,40,6,10,2012,33,13.00,14.80,536.73,82.00,3915.12,73.59
06/10/2012 17:00,None,0,5,40,6,10,2012,34,12.00,14.80,529.17,79.00,4049.27,85.16
06/10/2012 17:30,None,0,5,40,6,10,2012,35,13.00,13.00,521.41,64.00,4164.71,116.31
06/10/2012 18:00,None,0,5,40,6,10,2012,36,13.00,13.00,511.77,58.00,4216.26,135.21
06/10/2012 18:30,None,0,5,40,6,10,2012,37,12.00,9.30,506.32,59.00,4276.62,139.14
06/10/2012 19:00,None,0,5,40,6,10,2012,38,11.00,7.40,500.12,69.00,4482.74,139.14
06/10/2012 19:30,None,0,5,40,6,10,2012,39,11.00,11.10,481.35,74.00,4501.01,139.14
06/10/2012 20:00,None,0,5,40,6,10,2012,40,10.00,11.10,488.29,91.00,4366.59,139.14
06/10/2012 20:30,None,0,5,40,6,10,2012,41,10.00,13.00,502.26,93.00,4194.62,127.95
06/10/2012 21:00,None,0,5,40,6,10,2012,42,9.00,13.00,524.14,86.00,4033.84,98.24
06/10/2012 21:30,None,0,5,40,6,10,2012,43,9.00,14.80,535.05,87.00,3862.44,55.53
06/10/2012 22:00,None,0,5,40,6,10,2012,44,9.00,14.80,559.59,76.00,3688.37,50.70
06/10/2012 22:30,None,0,5,40,6,10,2012,45,9.00,14.80,584.18,74.00,3532.42,50.70
06/10/2012 23:00,None,0,5,40,6,10,2012,46,9.00,14.80,609.54,67.00,3356.38,50.50
06/10/2012 23:30,None,0,5,40,6,10,2012,47,8.00,13.00,627.97,72.00,3202.28,48.66
07/10/2012 00:00,None,0,6,40,7,10,2012,0,8.00,9.30,652.48,76.00,3137.79,48.66
07/10/2012 00:30,None,0,6,40,7,10,2012,1,7.00,11.10,619.66,79.00,3039.69,48.26
07/10/2012 01:00,None,0,6,40,7,10,2012,2,7.00,7.40,626.79,80.00,2926.19,48.26
07/10/2012 01:30,None,0,6,40,7,10,2012,3,7.00,11.10,642.61,79.00,2825.63,40.32
07/10/2012 02:00,None,0,6,40,7,10,2012,4,7.00,13.00,658.84,78.00,2752.61,38.86
07/10/2012 02:30,None,0,6,40,7,10,2012,5,8.00,14.80,639.14,81.00,2670.32,37.67
07/10/2012 03:00,None,0,6,40,7,10,2012,6,7.00,7.40,620.94,80.00,2615.21,37.67
07/10/2012 03:30,None,0,6,40,7,10,2012,7,7.00,11.10,598.46,83.00,2574.20,38.87
07/10/2012 04:00,None,0,6,40,7,10,2012,8,7.00,11.10,600.89,87.00,2549.92,37.67
07/10/2012 04:30,None,0,6,40,7,10,2012,9,7.00,5.60,593.89,107.00,2549.62,37.67
07/10/2012 05:00,None,0,6,40,7,10,2012,10,7.00,5.60,612.53,115.00,2552.07,37.67
07/10/2012 05:30,None,0,6,40,7,10,2012,11,7.00,5.60,608.69,122.00,2549.06,38.87
07/10/2012 06:00,None,0,6,40,7,10,2012,12,7.00,5.60,616.61,129.00,2586.88,37.67
07/10/2012 06:30,None,0,6,40,7,10,2012,13,7.00,11.10,633.70,148.00,2634.47,39.04
07/10/2012 07:00,None,0,6,40,7,10,2012,14,7.00,9.30,658.49,169.00,2712.39,40.24
07/10/2012 07:30,None,0,6,40,7,10,2012,15,7.00,11.10,665.49,187.00,2736.71,40.24
07/10/2012 08:00,None,0,6,40,7,10,2012,16,7.00,13.00,637.17,224.00,2907.18,48.66
07/10/2012 08:30,None,0,6,40,7,10,2012,17,7.00,13.00,600.21,232.00,3094.76,48.66
07/10/2012 09:00,None,0,6,40,7,10,2012,18,8.00,13.00,577.27,254.00,3296.77,48.66
07/10/2012 09:30,None,0,6,40,7,10,2012,19,8.00,14.80,574.62,278.00,3470.14,50.47
07/10/2012 10:00,None,0,6,40,7,10,2012,20,8.00,16.70,565.77,319.00,3631.34,50.47
07/10/2012 10:30,None,0,6,40,7,10,2012,21,9.00,20.40,541.93,346.00,3730.85,50.63
07/10/2012 11:00,None,0,6,40,7,10,2012,22,10.00,20.40,533.07,352.00,3818.90,53.32
07/10/2012 11:30,None,0,6,40,7,10,2012,23,10.00,18.50,533.53,347.00,3868.05,53.32
07/10/2012 12:00,None,0,6,40,7,10,2012,24,11.00,22.20,524.38,381.00,3969.74,53.32
07/10/2012 12:30,None,0,6,40,7,10,2012,25,11.00,22.20,520.30,391.00,4017.11,53.32
07/10/2012 13:00,None,0,6,40,7,10,2012,26,11.00,24.10,513.15,435.00,3986.43,53.32
07/10/2012 13:30,None,0,6,40,7,10,2012,27,12.00,20.40,507.77,442.00,3895.17,53.32
07/10/2012 14:00,None,0,6,40,7,10,2012,28,11.00,24.10,514.69,464.00,3781.46,50.63
07/10/2012 14:30,None,0,6,40,7,10,2012,29,12.00,20.40,521.24,516.00,3700.28,50.47
07/10/2012 15:00,None,0,6,40,7,10,2012,30,12.00,25.90,506.18,547.00,3656.00,50.47
07/10/2012 15:30,None,0,6,40,7,10,2012,31,12.00,27.80,510.50,515.00,3630.91,50.47
07/10/2012 16:00,None,0,6,40,7,10,2012,32,12.00,29.60,513.22,519.00,3659.92,50.47
07/10/2012 16:30,None,0,6,40,7,10,2012,33,12.00,25.90,523.29,469.00,3720.70,50.47
07/10/2012 17:00,None,0,6,40,7,10,2012,34,12.00,27.80,516.48,514.00,3829.49,50.63
07/10/2012 17:30,None,0,6,40,7,10,2012,35,11.00,27.80,515.69,514.00,3908.96,50.63
07/10/2012 18:00,None,0,6,40,7,10,2012,36,11.00,29.60,508.67,509.00,3975.69,154.92
07/10/2012 18:30,None,0,6,40,7,10,2012,37,11.00,27.80,496.51,562.00,4127.07,157.60
07/10/2012 19:00,None,0,6,40,7,10,2012,38,11.00,31.50,478.93,559.00,4344.30,157.60
07/10/2012 19:30,None,0,6,40,7,10,2012,39,11.00,31.50,470.78,625.00,4336.49,157.60
07/10/2012 20:00,None,0,6,40,7,10,2012,40,11.00,27.80,467.78,697.00,4176.82,154.92
07/10/2012 20:30,None,0,6,40,7,10,2012,41,11.00,27.80,486.48,695.00,4000.84,50.63
07/10/2012 21:00,None,0,6,40,7,10,2012,42,11.00,29.60,484.78,782.00,3863.47,50.47
07/10/2012 21:30,None,0,6,40,7,10,2012,43,11.00,31.50,471.77,775.00,3662.65,48.66
07/10/2012 22:00,None,0,6,40,7,10,2012,44,11.00,33.30,452.53,788.00,3477.24,40.24
07/10/2012 22:30,None,0,6,40,7,10,2012,45,10.00,33.30,425.40,769.00,3235.64,37.67
07/10/2012 23:00,None,0,6,40,7,10,2012,46,10.00,37.00,412.35,785.00,3010.60,37.67
07/10/2012 23:30,None,0,6,40,7,10,2012,47,10.00,35.20,407.96,739.00,2829.79,37.32
08/10/2012 00:00,None,0,0,41,8,10,2012,0,10.00,33.30,411.10,760.00,2840.99,37.32
08/10/2012 00:30,None,0,0,41,8,10,2012,1,11.00,35.20,409.92,743.00,2738.43,37.32
08/10/2012 01:00,None,0,0,41,8,10,2012,2,11.00,35.20,414.43,680.00,2637.44,37.32
08/10/2012 01:30,None,0,0,41,8,10,2012,3,11.00,31.50,414.50,657.00,2555.20,37.32
08/10/2012 02:00,None,0,0,41,8,10,2012,4,11.00,38.90,421.89,643.00,2527.88,37.32
08/10/2012 02:30,None,0,0,41,8,10,2012,5,11.00,31.50,439.12,565.00,2487.59,37.32
08/10/2012 03:00,None,0,0,41,8,10,2012,6,11.00,31.50,442.15,541.00,2450.19,37.32
08/10/2012 03:30,None,0,0,41,8,10,2012,7,11.00,29.60,445.97,555.00,2429.51,37.32
08/10/2012 04:00,None,0,0,41,8,10,2012,8,12.00,27.80,457.14,504.00,2441.99,37.32
08/10/2012 04:30,None,0,0,41,8,10,2012,9,?,24.10,454.51,492.00,2459.56,37.32
08/10/2012 05:00,None,0,0,41,8,10,2012,10,12.00,25.90,481.01,448.00,2531.46,37.32
08/10/2012 05:30,None,0,0,41,8,10,2012,11,12.00,25.90,539.02,420.00,2582.10,37.32
08/10/2012 06:00,None,0,0,41,8,10,2012,12,12.00,25.90,595.57,417.00,2812.40,39.05
08/10/2012 06:30,None,0,0,41,8,10,2012,13,12.00,25.90,642.79,389.00,3099.11,49.29
08/10/2012 07:00,None,0,0,41,8,10,2012,14,12.00,25.90,601.67,373.00,3640.92,52.24
08/10/2012 07:30,None,0,0,41,8,10,2012,15,12.00,25.90,542.55,360.00,4007.55,53.19
08/10/2012 08:00,None,0,0,41,8,10,2012,16,12.00,24.10,513.90,347.00,4252.97,78.61
08/10/2012 08:30,None,0,0,41,8,10,2012,17,11.00,24.10,495.69,351.00,4293.94,78.61
08/10/2012 09:00,None,0,0,41,8,10,2012,18,11.00,24.10,491.69,358.00,4379.98,78.61
08/10/2012 09:30,None,0,0,41,8,10,2012,19,11.00,24.10,486.82,336.00,4439.12,78.61
08/10/2012 10:00,None,0,0,41,8,10,2012,20,11.00,25.90,481.35,332.00,4436.05,78.60
08/10/2012 10:30,None,0,0,41,8,10,2012,21,11.00,25.90,486.39,326.00,4466.64,78.60
08/10/2012 11:00,None,0,0,41,8,10,2012,22,11.00,22.20,482.48,323.00,4472.31,78.60
08/10/2012 11:30,None,0,0,41,8,10,2012,23,11.00,22.20,483.63,325.00,4484.57,78.60
08/10/2012 12:00,None,0,0,41,8,10,2012,24,11.00,22.20,480.17,309.00,4523.23,78.60
08/10/2012 12:30,None,0,0,41,8,10,2012,25,11.00,22.20,473.08,340.00,4537.88,78.57
08/10/2012 13:00,None,0,0,41,8,10,2012,26,11.00,24.10,469.27,338.00,4490.04,78.57
08/10/2012 13:30,None,0,0,41,8,10,2012,27,11.00,22.20,477.97,372.00,4407.00,73.80
08/10/2012 14:00,None,0,0,41,8,10,2012,28,11.00,20.40,477.85,360.00,4412.96,73.80
08/10/2012 14:30,None,0,0,41,8,10,2012,29,11.00,22.20,479.74,332.00,4416.82,78.57
08/10/2012 15:00,None,0,0,41,8,10,2012,30,11.00,22.20,477.79,339.00,4425.84,78.56
08/10/2012 15:30,None,0,0,41,8,10,2012,31,11.00,20.40,479.28,339.00,4458.38,78.56
08/10/2012 16:00,None,0,0,41,8,10,2012,32,11.00,18.50,479.16,343.00,4510.10,78.56
08/10/2012 16:30,None,0,0,41,8,10,2012,33,11.00,22.20,481.85,329.00,4613.38,78.57
08/10/2012 17:00,None,0,0,41,8,10,2012,34,11.00,18.50,481.97,296.00,4700.41,78.57
08/10/2012 17:30,None,0,0,41,8,10,2012,35,11.00,22.20,461.50,292.00,4726.94,78.57
08/10/2012 18:00,None,0,0,41,8,10,2012,36,11.00,20.40,455.54,311.00,4694.09,92.12
08/10/2012 18:30,None,0,0,41,8,10,2012,37,11.00,20.40,457.54,323.00,4732.99,101.58
